"region","Crash.ID","State","Month","Year","Dayweek","Time","Crash.Type","Bus.Involvement","Heavy.Rigid.Truck.Involvement","Articulated.Truck.Involvement","Speed.Limit","Road.User","Gender","Age","National.Remoteness.Areas","SA4.Name.2016","National.LGA.Name.2017","National.Road.Type","Christmas.Period","Easter.Period","Age.Group","Day.of.week","Time.of.day","city","lat","long","latc","longc","initialZoom"
"Western Australia",20185056,"WA","May",2018,"Sunday","8:15","Single","No","No","No","110","Passenger","Female",33,"Outer Regional Australia","Western Australia - Wheat Belt","Wandering (S)","National or State Highway","No","No","26_to_39","Weekend","Day","Wandering",-32.579015,116.665242,-25.760321,122.805176,5
"Western Australia",20155072,"WA","Sep",2015,"Monday","16:48","Single","No","No","No","110","Passenger","Male",19,"Inner Regional Australia","Western Australia - Wheat Belt","Northam (S)","NATIONAL OR STATE HIGHWAY","No","No","17_to_25","Weekday","Day","Northam",-31.640292,116.681727,-25.760321,122.805176,5
"Western Australia",20185120,"WA","May",2018,"Saturday","2:50","Single","No","No","No","110","Driver","Male",44,"Inner Regional Australia","Western Australia - Wheat Belt","Northam (S)","National or State Highway","No","No","40_to_64","Weekend","Night","Northam",-31.640292,116.681727,-25.760321,122.805176,5
"Western Australia",20185079,"WA","Feb",2018,"Thursday","17:54","Single","No","No","No","80","Driver","Male",16,"Major Cities of Australia","Perth - North East","Mundaring (S)","National or State Highway","No","No","0_to_16","Weekday","Day","Mundaring",-31.949349,116.28143,-25.760321,122.805176,5
"Western Australia",20175126,"WA","Dec",2017,"Thursday","21:15","Multiple","No","No","Yes","100","Driver","Male",35,"Inner Regional Australia","Bunbury","Dardanup (S)","National or State Highway","No","No","26_to_39","Weekday","Night","Dardanup",-33.410436,115.828921,-25.760321,122.805176,5
"Western Australia",20165050,"WA","Aug",2016,"Sunday","1:37","Single","No","No","No","110","Driver","Male",36,"Inner Regional Australia","Bunbury","Waroona (S)","NATIONAL OR STATE HIGHWAY","No","No","26_to_39","Weekend","Night","Waroona",-32.853807,115.896715,-25.760321,122.805176,5
"Western Australia",20175067,"WA","Dec",2017,"Thursday","13:39","Multiple","No","No","No","60","Motorcycle rider","Male",65,"Outer Regional Australia","Western Australia - Wheat Belt","Albany (C)","National or State Highway","No","No","65_to_74","Weekday","Day","Albany",-34.905438,117.863286,-25.760321,122.805176,5
"Western Australia",20175031,"WA","Jul",2017,"Thursday","17:50","Multiple","No","No","No","60","Driver","Male",84,"Major Cities of Australia","Mandurah","Mandurah (C)","Local Road","No","No","75_or_older","Weekday","Day","Mandurah",-32.557981,115.728286,-25.760321,122.805176,5
"Western Australia",20175082,"WA","Jan",2017,"Monday","18:27","Single","No","No","No","110","Driver","Male",24,"Inner Regional Australia","Bunbury","Harvey (S)","Local Road","Yes","No","17_to_25","Weekday","Night","Harvey",-33.031221,116.029777,-25.760321,122.805176,5
"Western Australia",20175100,"WA","Aug",2017,"Thursday","7:15","Multiple","No","No","No","110","Driver","Male",83,"Outer Regional Australia","Western Australia - Wheat Belt","Gingin (S)","Arterial Road","No","No","75_or_older","Weekday","Day","Gingin",-31.237406,115.82111,-25.760321,122.805176,5
"Western Australia",20175014,"WA","Nov",2017,"Tuesday","3:15","Single","No","No","No","90","Driver","Male",47,"Inner Regional Australia","Western Australia - Wheat Belt","Toodyay (S)","Arterial Road","No","No","40_to_64","Weekday","Night","Toodyay",-31.484853,116.38064,-25.760321,122.805176,5
"Western Australia",20175092,"WA","Apr",2017,"Saturday","20:19","Single","No","No","No","70","Passenger","Male",32,"Inner Regional Australia","Western Australia - Wheat Belt","Gingin (S)","Arterial Road","No","No","26_to_39","Weekend","Night","Gingin",-31.237406,115.82111,-25.760321,122.805176,5
"Western Australia",20185051,"WA","Nov",2018,"Tuesday","8:37","Multiple","No","No","No","80","Pedal cyclist","Male",68,"Inner Regional Australia","Bunbury","Dardanup (S)","National or State Highway","No","No","65_to_74","Weekday","Day","Dardanup",-33.410436,115.828921,-25.760321,122.805176,5
"Western Australia",20175034,"WA","Aug",2017,"Friday","20:40","Single","No","No","No","90","Passenger","Female",38,"Very Remote Australia","Western Australia - Outback (North)","Broome (S)","National or State Highway","No","No","26_to_39","Weekend","Night","Broome",-18.773365,122.753792,-25.760321,122.805176,5
"Western Australia",20175140,"WA","Nov",2017,"Sunday","8:19","Single","No","No","No","80","Passenger","Male",39,"Outer Regional Australia","Western Australia - Wheat Belt","Albany (C)","Local Road","No","No","26_to_39","Weekend","Day","Albany",-34.905438,117.863286,-25.760321,122.805176,5
"Western Australia",20155122,"WA","Sep",2015,"Friday","14:20","Single","No","No","No","110","Motorcycle rider","Male",67,"Outer Regional Australia","Western Australia - Wheat Belt","Brookton (S)","ARTERIAL ROAD","No","No","65_to_74","Weekday","Day","Brookton",-32.296524,117.140629,-25.760321,122.805176,5
"Western Australia",20185022,"WA","Oct",2018,"Tuesday","23:00","Single","No","No","No","110","Driver","Male",34,"Inner Regional Australia","Western Australia - Wheat Belt","Northam (S)","Local Road","No","No","26_to_39","Weekday","Night","Northam",-31.640292,116.681727,-25.760321,122.805176,5
"Western Australia",20175013,"WA","Jan",2017,"Sunday","10:23","Single","No","No","No","-9","Driver","Male",89,"Major Cities of Australia","Perth - North West","Stirling (C)","Arterial Road","No","No","75_or_older","Weekend","Day","Stirling",-31.871671,115.811933,-25.760321,122.805176,5
"Western Australia",20185078,"WA","Dec",2018,"Wednesday","12:31","Pedestrian","No","No","No","50","Pedestrian","Male",24,"Major Cities of Australia","Perth - North West","Joondalup (C)","Local Road","Yes","No","17_to_25","Weekday","Day","Joondalup",-31.763347,115.756405,-25.760321,122.805176,5
"Western Australia",20185124,"WA","Apr",2018,"Sunday","10:30","Multiple","No","No","No","110","Motorcycle rider","Male",59,"Very Remote Australia","Western Australia - Outback (North)","Karratha (C)","National or State Highway","No","No","40_to_64","Weekend","Day","Karratha",-21.145063,116.349933,-25.760321,122.805176,5
"Western Australia",20175100,"WA","Aug",2017,"Thursday","7:15","Multiple","No","No","No","110","Driver","Female",38,"Outer Regional Australia","Western Australia - Wheat Belt","Gingin (S)","Arterial Road","No","No","26_to_39","Weekday","Day","Gingin",-31.237406,115.82111,-25.760321,122.805176,5
"Western Australia",20175122,"WA","Nov",2017,"Saturday","1:37","Single","No","No","No","110","Passenger","Female",25,"Remote Australia","Western Australia - Outback (South)","Perenjori (S)","Arterial Road","No","No","17_to_25","Weekend","Night","Perenjori",-29.340545,116.702611,-25.760321,122.805176,5
"Western Australia",20185018,"WA","Mar",2018,"Friday","6:23","Pedestrian","No","No","No","60","Pedestrian","Female",3,"Major Cities of Australia","Perth - South East","Gosnells (C)","National or State Highway","No","No","0_to_16","Weekday","Day","Gosnells",-32.078535,116.008603,-25.760321,122.805176,5
"Western Australia",20155120,"WA","Sep",2015,"Saturday","23:09","Pedestrian","No","No","No","60","Pedestrian","Male",45,"Major Cities of Australia","Perth - North East","Bayswater (C)","ARTERIAL ROAD","No","No","40_to_64","Weekend","Night","Bayswater",-31.920863,115.914851,-25.760321,122.805176,5
"Western Australia",20165070,"WA","Feb",2016,"Tuesday","12:00","Pedestrian","No","No","No","110","Driver","Male",22,"Remote Australia","Western Australia - Wheat Belt","Dalwallinu (S)","NATIONAL OR STATE HIGHWAY","No","No","17_to_25","Weekday","Day","Dalwallinu",-30.266489,116.750631,-25.760321,122.805176,5
"Western Australia",20185047,"WA","Apr",2018,"Thursday","17:20","Multiple","No","No","No","80","Passenger","Female",51,"Major Cities of Australia","Perth - South East","Armadale (C)","National or State Highway","No","No","40_to_64","Weekday","Day","Armadale",-32.158675,115.997934,-25.760321,122.805176,5
"Western Australia",20155024,"WA","Nov",2015,"Monday","14:45","Pedestrian","No","No","No","60","Pedestrian","Female",63,"Major Cities of Australia","Perth - South West","Melville (C)","ARTERIAL ROAD","No","No","40_to_64","Weekday","Day","Melville",-32.03954,115.800233,-25.760321,122.805176,5
"Western Australia",20175008,"WA","Sep",2017,"Monday","19:50","Pedestrian","No","No","No","60","Pedestrian","Female",86,"Major Cities of Australia","Perth - North West","Stirling (C)","National or State Highway","No","No","75_or_older","Weekday","Night","Stirling",-31.871671,115.811933,-25.760321,122.805176,5
"Western Australia",20185021,"WA","Sep",2018,"Tuesday","14:15","Single","No","No","No","110","Driver","Male",16,"Inner Regional Australia","Western Australia - Wheat Belt","Toodyay (S)","Local Road","No","No","0_to_16","Weekday","Day","Toodyay",-31.484853,116.38064,-25.760321,122.805176,5
"Western Australia",20165068,"WA","Aug",2016,"Thursday","23:14","Single","No","No","No","110","Driver","Male",54,"Inner Regional Australia","Bunbury","Collie (S)","ARTERIAL ROAD","No","No","40_to_64","Weekday","Night","Collie",-33.35257,116.204886,-25.760321,122.805176,5
"Western Australia",20185098,"WA","Aug",2018,"Saturday","1:30","Pedestrian","No","No","No","70","Pedestrian","Female",16,"Remote Australia","Western Australia - Outback (South)","Esperance (S)","Local Road","No","No","0_to_16","Weekend","Night","Esperance",-33.401152,122.211127,-25.760321,122.805176,5
"Western Australia",20185007,"WA","Mar",2018,"Sunday","22:47","Single","No","No","No","80","Driver","Male",32,"Inner Regional Australia","Bunbury","Busselton (C)","Local Road","No","No","26_to_39","Weekend","Night","Busselton",-33.728945,115.302732,-25.760321,122.805176,5
"Western Australia",20165057,"WA","Feb",2016,"Wednesday","21:00","Single","No","No","No","110","Driver","Male",38,"Remote Australia","Western Australia - Wheat Belt","Corrigin (S)","ARTERIAL ROAD","No","No","26_to_39","Weekday","Night","Corrigin",-32.286284,117.879836,-25.760321,122.805176,5
"Western Australia",20175009,"WA","Jul",2017,"Sunday","8:55","Multiple","No","No","No","60","Driver","Female",85,"Major Cities of Australia","Perth - North East","Bayswater (C)","Arterial Road","No","No","75_or_older","Weekend","Day","Bayswater",-31.920863,115.914851,-25.760321,122.805176,5
"Western Australia",20185115,"WA","Apr",2018,"Friday","23:49","Single","No","No","No","100","Passenger","Male",0,"Major Cities of Australia","Perth - South West","Rockingham (C)","National or State Highway","No","No","0_to_16","Weekend","Night","Rockingham",-32.281957,115.75773,-25.760321,122.805176,5
"Western Australia",20185050,"WA","Jul",2018,"Thursday","8:43","Multiple","No","No","No","60","Motorcycle rider","Female",26,"Major Cities of Australia","Perth - North West","Wanneroo (C)","National or State Highway","No","No","26_to_39","Weekday","Day","Wanneroo",-31.69444,115.845329,-25.760321,122.805176,5
"Western Australia",20185137,"WA","Apr",2018,"Tuesday","18:37","Multiple","No","No","No","70","Motorcycle rider","Male",27,"Major Cities of Australia","Perth - South West","Melville (C)","National or State Highway","No","No","26_to_39","Weekday","Night","Melville",-32.03954,115.800233,-25.760321,122.805176,5
"Western Australia",20165158,"WA","Dec",2016,"Wednesday","14:30","Single","No","No","No","90","Driver","Male",40,"Outer Regional Australia","Bunbury","Nannup (S)","ARTERIAL ROAD","No","No","40_to_64","Weekday","Day","Nannup",-34.055304,115.626518,-25.760321,122.805176,5
"Western Australia",20165103,"WA","Aug",2016,"Sunday","19:01","Multiple","No","No","No","90","Passenger","Female",21,"Inner Regional Australia","Perth - North West","Wanneroo (C)","ARTERIAL ROAD","No","No","17_to_25","Weekend","Night","Wanneroo",-31.69444,115.845329,-25.760321,122.805176,5
"Western Australia",20165103,"WA","Aug",2016,"Sunday","19:01","Multiple","No","No","No","90","Driver","Male",28,"Inner Regional Australia","Perth - North West","Wanneroo (C)","ARTERIAL ROAD","No","No","26_to_39","Weekend","Night","Wanneroo",-31.69444,115.845329,-25.760321,122.805176,5
"Western Australia",20175087,"WA","Oct",2017,"Friday","7:20","Single","No","No","No","110","Driver","Male",34,"Inner Regional Australia","Western Australia - Wheat Belt","York (S)","Local Road","No","No","26_to_39","Weekday","Day","York",-31.896269,116.742895,-25.760321,122.805176,5
"Western Australia",20165062,"WA","Dec",2016,"Monday","11:40","Multiple","No","No","Yes","110","Passenger","Male",19,"Remote Australia","Western Australia - Wheat Belt","Jerramungup (S)","NATIONAL OR STATE HIGHWAY","No","No","17_to_25","Weekday","Day","Jerramungup",-33.990448,119.237195,-25.760321,122.805176,5
"Western Australia",20185025,"WA","Apr",2018,"Monday","12:00","Multiple","No","No","No","110","Motorcycle rider","Male",36,"Outer Regional Australia","Western Australia - Wheat Belt","Williams (S)","National or State Highway","No","Yes","26_to_39","Weekday","Day","Williams",-33.0633,116.773204,-25.760321,122.805176,5
"Western Australia",20185127,"WA","Apr",2018,"Sunday","11:33","Multiple","No","No","No","50","Driver","Male",86,"Major Cities of Australia","Perth - South East","Kalamunda (C)","Arterial Road","No","Yes","75_or_older","Weekend","Day","Kalamunda",-32.108961,116.208263,-25.760321,122.805176,5
"Western Australia",20165140,"WA","Aug",2016,"Thursday","11:05","Multiple","No","No","No","60","Driver","Male",66,"Major Cities of Australia","Perth - Inner","Stirling (C)","ARTERIAL ROAD","No","No","65_to_74","Weekday","Day","Stirling",-31.871671,115.811933,-25.760321,122.805176,5
"Western Australia",20155021,"WA","Dec",2015,"Saturday","14:30","Single","No","No","No","100","Passenger","Female",0,"Very Remote Australia","Western Australia - Outback (North)","Broome (S)","NATIONAL OR STATE HIGHWAY","No","No","0_to_16","Weekend","Day","Broome",-18.773365,122.753792,-25.760321,122.805176,5
"Western Australia",20175141,"WA","Aug",2017,"Thursday","16:08","Single","No","No","No","110","Motorcycle rider","Male",43,"Outer Regional Australia","Western Australia - Wheat Belt","Albany (C)","Local Road","No","No","40_to_64","Weekday","Day","Albany",-34.905438,117.863286,-25.760321,122.805176,5
"Western Australia",20185034,"WA","Apr",2018,"Thursday","13:23","Single","No","No","No","110","Driver","Male",74,"Very Remote Australia","Western Australia - Outback (South)","Dundas (S)","National or State Highway","No","No","65_to_74","Weekday","Day","Dundas",-32.39502,123.744186,-25.760321,122.805176,5
"Western Australia",20185002,"WA","Apr",2018,"Saturday","5:44","Single","No","No","No","110","Passenger","Male",19,"Remote Australia","Western Australia - Wheat Belt","Lake Grace (S)","Arterial Road","No","No","17_to_25","Weekend","Night","Lake Grace",-33.131383,118.510341,-25.760321,122.805176,5
"Western Australia",20185002,"WA","Apr",2018,"Saturday","5:44","Single","No","No","No","110","Driver","Male",27,"Remote Australia","Western Australia - Wheat Belt","Lake Grace (S)","Arterial Road","No","No","26_to_39","Weekend","Night","Lake Grace",-33.131383,118.510341,-25.760321,122.805176,5
"Western Australia",20175085,"WA","Apr",2017,"Sunday","4:30","Single","No","No","No","110","Driver","Male",22,"Remote Australia","Western Australia - Outback (South)","Morawa (S)","Local Road","No","No","17_to_25","Weekend","Night","Morawa",-29.021683,116.120459,-25.760321,122.805176,5
"Western Australia",20185006,"WA","Dec",2018,"Tuesday","23:05","Single","No","No","No","80","Passenger","Male",24,"Inner Regional Australia","Bunbury","Harvey (S)","National or State Highway","No","No","17_to_25","Weekday","Night","Harvey",-33.031221,116.029777,-25.760321,122.805176,5
"Western Australia",20185010,"WA","Apr",2018,"Wednesday","15:30","Multiple","No","No","No","60","Motorcycle rider","Male",25,"Major Cities of Australia","Perth - North East","Mundaring (S)","Arterial Road","No","No","17_to_25","Weekday","Day","Mundaring",-31.949349,116.28143,-25.760321,122.805176,5
"Western Australia",20185066,"WA","Mar",2018,"Wednesday","12:45","Single","No","Yes","No","110","Driver","Male",60,"Outer Regional Australia","Western Australia - Wheat Belt","Kellerberrin (S)","Local Road","No","No","40_to_64","Weekday","Day","Kellerberrin",-31.579991,117.679993,-25.760321,122.805176,5
